1 0
2 0
3 54
4 56
5 57
6 54
7 60
8 55
9 64
10 65
11 66
12 67
13 68
14 69
15 69
16 70
17 71
18 71
19 72
20 72
21 73
22 73
23 74
24 74
25 75
26 75
27 75
28 76
29 76
30 77
